P00749__075cd160a22e392a	P00749__075cd160a22e392a	1.000	1.000	1.000
P03973__b40fc18e239d0f71	P03973__b40fc18e239d0f71	1.000	1.000	1.000
P03973__b40fc18e239d0f71	Q14508__7f9465ae51d2345d	0.346	0.902	0.887
P08579__1122100e71d6fd77	P08579__1122100e71d6fd77	1.000	1.000	1.000
P0DPB3__6f8b145425aa8901	P0DPB3__6f8b145425aa8901	1.000	1.000	1.000
P13693__9b5443243bb94144	P13693__9b5443243bb94144	1.000	1.000	1.000
P18124__92301e7942af8946	P18124__92301e7942af8946	1.000	1.000	1.000
P22460__7ad0211f6f185626	P22460__7ad0211f6f185626	1.000	1.000	1.000
P28221__53403167dff491de	P28221__53403167dff491de	1.000	1.000	1.000
P28221__53403167dff491de	P28222__0bc8c4af6f71c065	0.670	0.902	0.877
P28221__53403167dff491de	P28566__c72476c90452dd73	0.486	0.936	0.975
P28221__53403167dff491de	P30939__77171773a772e53d	0.504	0.894	0.937
P28221__53403167dff491de	P47898__d2f2f70ece4e1535	0.357	0.844	0.835
P28221__53403167dff491de	P08913__0153dbebb226a1e5	0.312	0.958	0.942
P28221__53403167dff491de	P35462__0c28b2bbcd26288e	0.347	0.854	0.895
P28221__53403167dff491de	Q96RI8__77bd7606321e3be5	0.316	0.846	0.812
P28221__53403167dff491de	Q969N4__61e9d52c3c05ae5d	0.304	0.854	0.827
P28221__53403167dff491de	O14804__e1509937826bd69d	0.303	0.897	0.869
P30939__77171773a772e53d	P30939__77171773a772e53d	1.000	1.000	1.000
P30939__77171773a772e53d	P28566__c72476c90452dd73	0.588	0.937	0.934
P30939__77171773a772e53d	P28222__0bc8c4af6f71c065	0.504	0.948	0.879
P30939__77171773a772e53d	P28221__53403167dff491de	0.488	0.937	0.894
P30939__77171773a772e53d	P47898__d2f2f70ece4e1535	0.362	0.872	0.821
P30939__77171773a772e53d	P35462__0c28b2bbcd26288e	0.324	0.885	0.885
P30939__77171773a772e53d	Q96RI8__77bd7606321e3be5	0.303	0.880	0.803
P30939__77171773a772e53d	Q969N4__61e9d52c3c05ae5d	0.303	0.880	0.810
P35414__7c44a5c602ed3747	P35414__7c44a5c602ed3747	1.000	1.000	1.000
P35414__7c44a5c602ed3747	P49685__ff8330db71d2cd9a	0.312	0.837	0.856
P35414__7c44a5c602ed3747	O00155__fe488629acdd126c	0.338	0.811	0.825
P35414__7c44a5c602ed3747	P30550__65221c4df869b796	0.301	0.800	0.802
P41597__7a8225f899d150ae	P41597__7a8225f899d150ae	1.000	1.000	1.000
P41597__7a8225f899d150ae	P32246__420451b14360d287	0.587	0.818	0.882
P41597__7a8225f899d150ae	P49238__b66b51e686863856	0.463	0.816	0.862
P41597__7a8225f899d150ae	O00421__d840712ed2c46605	0.398	0.853	0.936
P48048__177f175612408c3c	P48048__177f175612408c3c	1.000	1.000	1.000
P51398__52e37428d9af8b8d	P51398__52e37428d9af8b8d	1.000	1.000	1.000
P55000__1ed5dbcca3376bd8	P55000__1ed5dbcca3376bd8	1.000	1.000	1.000
P62068__5a493265982c1b4b	P62068__5a493265982c1b4b	1.000	1.000	1.000
P81172__a14bae8ad7c75504	P81172__a14bae8ad7c75504	1.000	1.000	1.000
Q02078__3449861bcd30cfd2	Q02078__3449861bcd30cfd2	1.000	1.000	1.000
Q02078__3449861bcd30cfd2	Q14814__9645fa2aedb8904c	0.524	0.998	0.996
Q12791__d4e6b670eb793c48	Q12791__d4e6b670eb793c48	1.000	1.000	1.000
Q13349__1d60ed428e52aa74	Q13349__1d60ed428e52aa74	1.000	1.000	1.000
Q13349__1d60ed428e52aa74	P20702__ff28f3995e32b234	0.656	0.988	0.989
Q14202__2d8e92b90ea07255	Q14202__2d8e92b90ea07255	1.000	1.000	1.000
Q15116__c0f5745899a44e73	Q15116__c0f5745899a44e73	1.000	1.000	1.000
Q16543__e0a1e3bbc5ec7fb1	Q16543__e0a1e3bbc5ec7fb1	1.000	1.000	1.000
Q2TBE0__c89391d6b8fd843f	Q2TBE0__c89391d6b8fd843f	1.000	1.000	1.000
Q569K4__8b12a0d40df09f40	Q569K4__8b12a0d40df09f40	1.000	1.000	1.000
Q5T653__bc87ed01f43457fe	Q5T653__bc87ed01f43457fe	1.000	1.000	1.000
Q68CK6__c0d92f3bb9f559c1	Q68CK6__c0d92f3bb9f559c1	1.000	1.000	1.000
Q6P2P2__dc360328575b9e20	Q6P2P2__dc360328575b9e20	1.000	1.000	1.000
Q6UWY5__539a40ad48a9fcda	Q6UWY5__539a40ad48a9fcda	1.000	1.000	1.000
Q6UWY5__539a40ad48a9fcda	Q9NRN5__74758b180219835c	0.330	0.973	0.983
Q719H9__4823bde8c3d43195	Q719H9__4823bde8c3d43195	1.000	1.000	1.000
Q719H9__4823bde8c3d43195	Q96SI1__38f01d9bbd18a61f	0.797	1.000	0.908
Q7Z5A9__d9463d93487ed57e	Q7Z5A9__d9463d93487ed57e	1.000	1.000	1.000
Q7Z5A9__d9463d93487ed57e	Q96LR4__af763949232d515a	0.619	0.910	0.864
Q86WA6__3983ea3943466eb3	Q86WA6__3983ea3943466eb3	1.000	1.000	1.000
Q8IWT3__d6925cf18d76f136	Q8IWT3__d6925cf18d76f136	1.000	1.000	1.000
Q8N1G1__a0b16eab8b7a0624	Q8N1G1__a0b16eab8b7a0624	1.000	1.000	1.000
Q8N8E2__59bfc6531fe1ff86	Q8N8E2__59bfc6531fe1ff86	1.000	1.000	1.000
Q8NFH8__d00e168508f52532	Q8NFH8__d00e168508f52532	1.000	1.000	1.000
Q8TDS4__82d815907e654032	Q8TDS4__82d815907e654032	1.000	1.000	1.000
Q8TDS4__82d815907e654032	P49019__0176c827199dd0c3	0.953	0.997	0.935
Q8TDS4__82d815907e654032	Q9BXC0__c32755f7cf88545d	0.558	0.871	0.902
Q8TDS4__82d815907e654032	O00270__7a37ad394cf633ae	0.351	0.835	0.953
Q8WWT9__fcc1afe1cc24d326	Q8WWT9__fcc1afe1cc24d326	1.000	1.000	1.000
Q8WWT9__fcc1afe1cc24d326	Q86YT5__35aa22d6cddd672e	0.488	0.937	0.965
Q92995__99778274bbe62d07	Q92995__99778274bbe62d07	1.000	1.000	1.000
Q96CB8__cdb8c037136728cb	Q96CB8__cdb8c037136728cb	1.000	1.000	1.000
Q96I13__bc7d79dd5a55a605	Q96I13__bc7d79dd5a55a605	1.000	1.000	1.000
Q96LB8__524cae95ca152ae1	Q96LB8__524cae95ca152ae1	1.000	1.000	1.000
Q96LB8__524cae95ca152ae1	Q96LB9__176cec8b31231639	0.618	0.997	0.991
Q96RU7__8bdc14a6b150af25	Q96RU7__8bdc14a6b150af25	1.000	1.000	1.000
Q99967__dcba6138112bfbef	Q99967__dcba6138112bfbef	1.000	1.000	1.000
Q9BSH4__57a176b7d7e4dbc3	Q9BSH4__57a176b7d7e4dbc3	1.000	1.000	1.000
Q9BWV1__fe134c59019cdd17	Q9BWV1__fe134c59019cdd17	1.000	1.000	1.000
Q9BYV1__8bd3bf7389b1e0d5	Q9BYV1__8bd3bf7389b1e0d5	1.000	1.000	1.000
Q9H0E9__6e98aa7bc4184b08	Q9H0E9__6e98aa7bc4184b08	1.000	1.000	1.000
Q9H469__eb82f4252bce35e6	Q9H469__eb82f4252bce35e6	1.000	1.000	1.000
Q9H9A7__4de31be25c5d14ec	Q9H9A7__4de31be25c5d14ec	1.000	1.000	1.000
Q9HCE9__18545f7c50cad011	Q9HCE9__18545f7c50cad011	1.000	1.000	1.000
Q9NQS5__cac11874e46fc669	Q9NQS5__cac11874e46fc669	1.000	1.000	1.000
Q9NVR2__98ff513316f894ee	Q9NVR2__98ff513316f894ee	1.000	1.000	1.000
Q9NZ71__c879d1c7d56c7a1e	Q9NZ71__c879d1c7d56c7a1e	1.000	1.000	1.000
Q9P2Y4__4956b15946139c43	Q9P2Y4__4956b15946139c43	1.000	1.000	1.000
Q9UHI7__09fc272e7ed19017	Q9UHI7__09fc272e7ed19017	1.000	1.000	1.000
Q9UHI7__09fc272e7ed19017	Q9UGH3__9cab313b7f1f3a8c	0.685	0.908	0.834
Q9UKL0__c439463f0f8ad68e	Q9UKL0__c439463f0f8ad68e	1.000	1.000	1.000
Q9UNL4__0fc2295702046f1a	Q9UNL4__0fc2295702046f1a	1.000	1.000	1.000
Q9UNL4__0fc2295702046f1a	Q9H160__230f88e6fa570ee7	0.357	0.976	0.850
Q9Y2U9__b88510cec6dd93d1	Q9Y2U9__b88510cec6dd93d1	1.000	1.000	1.000
Q9Y575__f7e723e4c3525d55	Q9Y575__f7e723e4c3525d55	1.000	1.000	1.000
A0A7P0TBJ1__f59caf3f1c853477	A0A7P0TBJ1__f59caf3f1c853477	1.000	1.000	1.000
B6A8C7__c24b03d9d13d754f	B6A8C7__c24b03d9d13d754f	1.000	1.000	1.000
O14594__d590831a39213f0b	O14594__d590831a39213f0b	1.000	1.000	1.000
O15552__4a47759801962a00	O15552__4a47759801962a00	1.000	1.000	1.000
O60477__d0ec85c4004efa9d	O60477__d0ec85c4004efa9d	1.000	1.000	1.000
O75563__6c7995a9ca23c11b	O75563__6c7995a9ca23c11b	1.000	1.000	1.000
O95180__a64a69646209bd70	O95180__a64a69646209bd70	1.000	1.000	1.000
P00995__2f17f5ddb7fe12bb	P00995__2f17f5ddb7fe12bb	1.000	1.000	1.000
P04053__8e23a70b73243601	P04053__8e23a70b73243601	1.000	1.000	1.000
P08709__16e201eb49237f10	P08709__16e201eb49237f10	1.000	1.000	1.000
P08709__16e201eb49237f10	P00740__32f5d032de97ea22	0.407	0.871	0.926
P0DPK3__e4ebf6e260dae1c7	P0DPK3__e4ebf6e260dae1c7	1.000	1.000	1.000
P0DPK3__e4ebf6e260dae1c7	P0DPK4__8733a0e45cdf0631	0.968	0.938	0.874
P13798__81346efbaf5f03e2	P13798__81346efbaf5f03e2	1.000	1.000	1.000
P18621__f05152d5b98d6118	P18621__f05152d5b98d6118	1.000	1.000	1.000
P22466__711ad45389af41d4	P22466__711ad45389af41d4	1.000	1.000	1.000
P28222__0bc8c4af6f71c065	P28222__0bc8c4af6f71c065	1.000	1.000	1.000
P28222__0bc8c4af6f71c065	P28221__53403167dff491de	0.670	0.877	0.902
P28222__0bc8c4af6f71c065	P30939__77171773a772e53d	0.482	0.918	0.978
P28222__0bc8c4af6f71c065	P28566__c72476c90452dd73	0.476	0.908	0.975
P28222__0bc8c4af6f71c065	P47898__d2f2f70ece4e1535	0.373	0.849	0.866
P28222__0bc8c4af6f71c065	P08913__0153dbebb226a1e5	0.306	0.956	0.938
P28222__0bc8c4af6f71c065	P35462__0c28b2bbcd26288e	0.328	0.831	0.895
P28222__0bc8c4af6f71c065	Q96RI8__77bd7606321e3be5	0.320	0.815	0.803
P28222__0bc8c4af6f71c065	Q969N4__61e9d52c3c05ae5d	0.314	0.815	0.807
P30988__eef79041ae0d751b	P30988__eef79041ae0d751b	1.000	1.000	1.000
P30988__eef79041ae0d751b	Q16602__0570c5d169e261bd	0.609	0.859	0.883
P35462__0c28b2bbcd26288e	P35462__0c28b2bbcd26288e	1.000	1.000	1.000
P35462__0c28b2bbcd26288e	P21917__9a2657fa53c20731	0.395	0.900	0.888
P35462__0c28b2bbcd26288e	P28221__53403167dff491de	0.346	0.897	0.857
P35462__0c28b2bbcd26288e	P08913__0153dbebb226a1e5	0.337	0.995	0.948
P35462__0c28b2bbcd26288e	P18089__f7c20e2753a4a7f6	0.315	0.900	0.933
P35462__0c28b2bbcd26288e	P28222__0bc8c4af6f71c065	0.326	0.900	0.836
P35462__0c28b2bbcd26288e	P30939__77171773a772e53d	0.320	0.918	0.915
P35462__0c28b2bbcd26288e	P28566__c72476c90452dd73	0.314	0.885	0.882
P35462__0c28b2bbcd26288e	P47898__d2f2f70ece4e1535	0.322	0.890	0.840
P42081__c77548b43927c4f8	P42081__c77548b43927c4f8	1.000	1.000	1.000
P48061__97c345aa7c221c00	P48061__97c345aa7c221c00	1.000	1.000	1.000
P51449__262c7bcde1c36598	P51449__262c7bcde1c36598	1.000	1.000	1.000
P51449__262c7bcde1c36598	P35398__c904032d7c1bef63	0.500	0.965	0.885
P55081__c09e4f810766bef2	P55081__c09e4f810766bef2	1.000	1.000	1.000
P62079__729dd94688bb1a56	P62079__729dd94688bb1a56	1.000	1.000	1.000
P62079__729dd94688bb1a56	Q8NG11__40ddbdc4e1864e54	0.590	0.974	0.967
P82650__cb34554f21906984	P82650__cb34554f21906984	1.000	1.000	1.000
Q02161__e7857785c4ef5d34	Q02161__e7857785c4ef5d34	1.000	1.000	1.000
Q12800__d7520ea932afc672	Q12800__d7520ea932afc672	1.000	1.000	1.000
Q12800__d7520ea932afc672	Q9NZI7__493885224cabb9bd	0.684	1.000	1.000
Q12800__d7520ea932afc672	Q9NZI6__87544ca3c3aa71fe	0.744	0.932	0.962
Q13351__d4363505cdd764fa	Q13351__d4363505cdd764fa	1.000	1.000	1.000
Q14213__72a8a64abe37eef8	Q14213__72a8a64abe37eef8	1.000	1.000	1.000
Q15147__c153ead9ae509100	Q15147__c153ead9ae509100	1.000	1.000	1.000
Q16548__fe76404c5e0db4b1	Q16548__fe76404c5e0db4b1	1.000	1.000	1.000
Q2WEN9__1a48ac434547511d	Q2WEN9__1a48ac434547511d	1.000	1.000	1.000
Q58A44__b84bd8d8b1287378	Q58A44__b84bd8d8b1287378	1.000	1.000	1.000
Q5T6S3__af73fe5aa7102fec	Q5T6S3__af73fe5aa7102fec	1.000	1.000	1.000
Q5T6S3__af73fe5aa7102fec	Q9Y483__f4caf04fcb9bfb76	0.453	0.979	0.995
Q68D06__97eea6d24965e0f3	Q68D06__97eea6d24965e0f3	1.000	1.000	1.000
Q6P3S6__7fb38d56bde945ea	Q6P3S6__7fb38d56bde945ea	1.000	1.000	1.000
Q6UWZ7__6fdbbd5735e4ee6f	Q6UWZ7__6fdbbd5735e4ee6f	1.000	1.000	1.000
Q71SY5__6be46c80ad30e14b	Q71SY5__6be46c80ad30e14b	1.000	1.000	1.000
Q7Z5Q5__b7628c21eae270b0	Q7Z5Q5__b7628c21eae270b0	1.000	1.000	1.000
Q86WB7__d045faf1cd80abc7	Q86WB7__d045faf1cd80abc7	1.000	1.000	1.000
Q8IWV1__4275d83ccd347db9	Q8IWV1__4275d83ccd347db9	1.000	1.000	1.000
Q8N1G2__26826a16d738919c	Q8N1G2__26826a16d738919c	1.000	1.000	1.000
Q8N8R7__25dce8b7e4935f22	Q8N8R7__25dce8b7e4935f22	1.000	1.000	1.000
Q8NFJ6__0b1aaf1fdaee0ee1	Q8NFJ6__0b1aaf1fdaee0ee1	1.000	1.000	1.000
Q8TDS7__40913e0ac413cfda	Q8TDS7__40913e0ac413cfda	1.000	1.000	1.000
Q8TDS7__40913e0ac413cfda	Q96LA9__b3086793d63b07c4	0.455	0.869	0.860
Q8TDS7__40913e0ac413cfda	Q86SM8__570aefc87f2c673f	0.398	0.869	0.872
Q8TDS7__40913e0ac413cfda	P04201__f104c7b186d2a003	0.362	0.819	0.803
Q8WWY6__23edddf248a8476f	Q8WWY6__23edddf248a8476f	1.000	1.000	1.000
Q93034__8895f982b2239887	Q93034__8895f982b2239887	1.000	1.000	1.000
Q96CB9__3fe2a0ba70d46d6a	Q96CB9__3fe2a0ba70d46d6a	1.000	1.000	1.000
Q96I23__ce5782a2f6929c46	Q96I23__ce5782a2f6929c46	1.000	1.000	1.000
Q96LB9__176cec8b31231639	Q96LB9__176cec8b31231639	1.000	1.000	1.000
Q96LB9__176cec8b31231639	Q96LB8__524cae95ca152ae1	0.618	0.991	0.997
Q96S53__084144427674914c	Q96S53__084144427674914c	1.000	1.000	1.000
Q99988__e7cc12a1753279a2	Q99988__e7cc12a1753279a2	1.000	1.000	1.000
Q9BSL1__9dbe2ab88ae421fb	Q9BSL1__9dbe2ab88ae421fb	1.000	1.000	1.000
Q9BWW7__73319b912f757ea6	Q9BWW7__73319b912f757ea6	1.000	1.000	1.000
Q9BYW1__5ab812320655816c	Q9BYW1__5ab812320655816c	1.000	1.000	1.000
Q9BYW1__5ab812320655816c	Q8TDB8__c6bfe61e458ae6a2	0.341	0.921	0.873
Q9BYW1__5ab812320655816c	P11168__d863fcef95df00de	0.314	0.929	0.939
Q9H0F5__84133503cf3d70b9	Q9H0F5__84133503cf3d70b9	1.000	1.000	1.000
Q9H4B0__dc7fb59d0b761342	Q9H4B0__dc7fb59d0b761342	1.000	1.000	1.000
Q9H9D4__a86c2ed55bd8906f	Q9H9D4__a86c2ed55bd8906f	1.000	1.000	1.000
Q9HCF6__ac0d234a0cfd8758	Q9HCF6__ac0d234a0cfd8758	1.000	1.000	1.000
Q9NQV6__33e6ccddf77f930d	Q9NQV6__33e6ccddf77f930d	1.000	1.000	1.000
Q9NVS2__8b6aef72425c6fde	Q9NVS2__8b6aef72425c6fde	1.000	1.000	1.000
Q9NZ81__ed2100834911dd95	Q9NZ81__ed2100834911dd95	1.000	1.000	1.000
Q9UBC1__7fbe824c759644cf	Q9UBC1__7fbe824c759644cf	1.000	1.000	1.000
Q9UHJ3__e8fd18bde8ab47cd	Q9UHJ3__e8fd18bde8ab47cd	1.000	1.000	1.000
Q9UHJ3__e8fd18bde8ab47cd	Q5VUG0__5da9b83525bc40d1	0.551	0.999	0.972
Q9UKP6__d087ceef1b9278da	Q9UKP6__d087ceef1b9278da	1.000	1.000	1.000
Q9UNN4__b5cd89c3ad2883e5	Q9UNN4__b5cd89c3ad2883e5	1.000	1.000	1.000
Q9Y2X0__ea815bf7030a3a79	Q9Y2X0__ea815bf7030a3a79	1.000	1.000	1.000
Q9Y576__45ec7024afa5d318	Q9Y576__45ec7024afa5d318	1.000	1.000	1.000
Q9Y576__45ec7024afa5d318	Q96DX5__ee08ee5b7b6cd3f8	0.304	0.878	0.864
A0AVK6__c6a34461eaf193f0	A0AVK6__c6a34461eaf193f0	1.000	1.000	1.000
C0HLV8__813682053ee7ba40	C0HLV8__813682053ee7ba40	1.000	1.000	1.000
O14649__7960e9cf1aca3a12	O14649__7960e9cf1aca3a12	1.000	1.000	1.000
O43148__7fd695051f4714fd	O43148__7fd695051f4714fd	1.000	1.000	1.000
O60503__c25c43fdac8076cc	O60503__c25c43fdac8076cc	1.000	1.000	1.000
O75570__bcae0f83fa940936	O75570__bcae0f83fa940936	1.000	1.000	1.000
O95218__e3d911c06c298fc9	O95218__e3d911c06c298fc9	1.000	1.000	1.000
P01023__3ee0b59c31b62639	P01023__3ee0b59c31b62639	1.000	1.000	1.000
P01023__3ee0b59c31b62639	A8K2U0__e302d6ce0e1ee9a5	0.406	0.987	0.997
P04054__f6542b3dd52ac7b3	P04054__f6542b3dd52ac7b3	1.000	1.000	1.000
P08729__3fb2c079d50065a6	P08729__3fb2c079d50065a6	1.000	1.000	1.000
P0DPK4__8733a0e45cdf0631	P0DPK4__8733a0e45cdf0631	1.000	1.000	1.000
P0DPK4__8733a0e45cdf0631	P0DPK3__e4ebf6e260dae1c7	0.968	0.874	0.938
