accession,label,group,incorrect_repeats,mean_confidence,predicted_labels,has_location_note
Q9NNW5,Cytoplasm,Q9NNW5__90cdc247f6dc66e5,2,0.5310485744351092,Membrane;Membrane,True
Q9UHJ3,Nucleus,Q5VUG0__5da9b83525bc40d1,2,0.5299851190476192,Cytoplasm;Cytoplasm,False
P04180,Secreted,P04180__977372402da89ea6,2,0.5292368438852815,Membrane;Membrane,True
Q9H4Q4,Nucleus,Q9H4Q4__61349407c2abe016,2,0.5270369256802714,Membrane;Membrane,False
O00161,Membrane,O00161__13489fea8e3f7bbb,2,0.5265075419372294,Nucleus;Nucleus,False
P58557,Nucleus,P58557__8390de8f74c676ed,2,0.5259223090277778,Mitochondrion;Mitochondrion,False
Q9NVR2,Nucleus,Q9NVR2__98ff513316f894ee,2,0.525716286751443,Cytoplasm;Cytoplasm,False
Q92598,Cytoplasm,Q92598__b7f116dbf7508c69,2,0.5253924731952075,Nucleus;Nucleus,False
P40429,Cytoplasm,P40429__a914452f1bb32aec,2,0.5235224736201298,Mitochondrion;Mitochondrion,False
Q86VQ3,Cytoplasm,Q86VQ3__27717d69ca5ed358,2,0.5223697634830449,Nucleus;Nucleus,True
Q9UNG2,Membrane,Q9UNG2__53c469c225a5f473,2,0.5212292427624459,Secreted;Secreted,False
Q15173,Cytoplasm,Q15173__43867d2f4672d155,2,0.5180699981661986,Mitochondrion;Mitochondrion,False
Q8WUY3,Cytoplasm,Q8WUY3__87e33c55065a2899,2,0.5180090525793651,Nucleus;Nucleus,False
Q15327,Nucleus,Q15327__dea24673aa78e2ac,2,0.5179811507936507,Cytoplasm;Cytoplasm,False
Q9Y2M0,Nucleus,Q9Y2M0__8dff2f4b2c93d988,2,0.516401599702381,Cytoplasm;Cytoplasm,True
P83916,Nucleus,P83916__5cf91f43af5d1678,2,0.5148419180645745,Cytoplasm;Cytoplasm,True
O75676,Nucleus,O75676__a2963df65dc7cefa,2,0.5141524057539684,Cytoplasm;Cytoplasm,False
Q2M3C7,Cytoplasm,Q2M3C7__131159d5d05c7d66,2,0.5091099330357142,Nucleus;Nucleus,True
Q9NPI8,Nucleus,Q9NPI8__0b82b1e9c0971a1c,2,0.5088203463203462,Mitochondrion;Mitochondrion,False
Q9BRJ6,Secreted,Q9BRJ6__8a2a686d99736f16,2,0.5064089941051086,Nucleus;Nucleus,True
Q9BUU2,Nucleus,Q9BUU2__f1a3f7cf0e5a852d,2,0.5060274669686744,Cytoplasm;Cytoplasm,False
Q4VXU2,Cytoplasm,Q13310__dcf99d01c44d827e,2,0.5052758034408938,Nucleus;Nucleus,False
Q9Y5X9,Secreted,P11150__70ef1ae8ca11b378,2,0.5044112219688666,Membrane;Membrane,False
Q9UHQ1,Nucleus,Q9UHQ1__88faf7359c47b5d7,2,0.5042999751984126,Cytoplasm;Cytoplasm,False
Q6ZMR3,Cytoplasm,Q6ZMR3__f514e0ff3450dba1,2,0.5037215075048764,Membrane;Membrane,False
O43182,Cytoplasm,O43182__586b46531b09a913,2,0.5033992266414142,Nucleus;Nucleus,False
P83110,Secreted,P83110__ee7938fcf38aa4bc,2,0.5024841687920337,Mitochondrion;Membrane,True
Q15048,Cytoplasm,Q15048__2effb394691e2311,2,0.5024480294011543,Secreted;Membrane,False
Q9GZU7,Nucleus,Q9GZU7__9c84f2f97b5216c6,2,0.5021447809417225,Cytoplasm;Cytoplasm,True
Q9H6S1,Cytoplasm,Q9H6S1__eb386a1ca1d9bd02,2,0.5009984048069985,Nucleus;Nucleus,False
A2A3N6,Cytoplasm,A2A3N6__437f95c276f56f7c,2,0.4996045464903366,Nucleus;Nucleus,False
Q8N392,Cytoplasm,Q8N392__25ce4f81f61dd3a2,2,0.4990796385565781,Nucleus;Nucleus,False
O96013,Cytoplasm,O96013__261a58d7e60edfc0,2,0.49867776537698405,Nucleus;Nucleus,True
P62829,Cytoplasm,P62829__30128ffd0262c4bc,2,0.49645407760642135,Mitochondrion;Mitochondrion,False
Q8NHR9,Cytoplasm,Q8NHR9__07a8177c6ade48e7,2,0.4963886106212324,Secreted;Secreted,True
Q13310,Cytoplasm,Q13310__dcf99d01c44d827e,2,0.4947289284408939,Nucleus;Nucleus,True
Q3Y452,Cytoplasm,Q3Y452__f8dbb9434f744dac,2,0.49471038561112085,Secreted;Secreted,False
O75326,Membrane,O75326__51e758315b8fc717,2,0.49414841078505856,Mitochondrion;Mitochondrion,True
O43526,Membrane,O43525__8af289bc930940c4,2,0.49391876859896156,Nucleus;Nucleus,False
Q9H1Z4,Nucleus,Q9H1Z4__f59ab840dcdb6107,2,0.49383976483585856,Mitochondrion;Mitochondrion,False
Q9Y3P8,Membrane,Q9Y3P8__dbb309718d4f4db4,2,0.49328356105699855,Secreted;Secreted,False
Q9UKF6,Nucleus,Q9UKF6__0a59d788503e05b0,2,0.4917451803134968,Cytoplasm;Membrane,False
Q6ZVX7,Cytoplasm,Q6ZVX7__d646d0064c8a45d9,2,0.49128499569523254,Nucleus;Nucleus,False
Q8TF46,Cytoplasm,Q8TF46__a60e8ab0d983e76d,2,0.49121868799603174,Mitochondrion;Mitochondrion,False
Q7L3B6,Cytoplasm,Q7L3B6__f21153d61901c525,2,0.49023930713383845,Nucleus;Nucleus,False
Q14152,Cytoplasm,Q14152__797b6fb89ea94e5f,2,0.48991588923229545,Nucleus;Nucleus,False
Q13185,Nucleus,P83916__5cf91f43af5d1678,2,0.48953091179653674,Cytoplasm;Cytoplasm,True
P0DMR3,Cytoplasm,P0DMR3__2cde99d75b11b85e,2,0.48941542940566374,Nucleus;Nucleus,False
Q3YBR2,Nucleus,Q3YBR2__89b90be10d3feea8,2,0.48935983721139975,Mitochondrion;Mitochondrion,False
Q9Y5Y7,Membrane,Q9Y5Y7__595c55357fe40f50,2,0.4879365110777165,Mitochondrion;Mitochondrion,True
P49638,Cytoplasm,P49638__37125289988fe878,2,0.48772819569629544,Mitochondrion;Mitochondrion,False
P13693,Cytoplasm,P13693__9b5443243bb94144,2,0.4876038309585705,Nucleus;Nucleus,False
C9JR72,Cytoplasm,C9JR72__662b07f6b347a61f,2,0.48733977610930745,Membrane;Membrane,False
P00450,Secreted,P00450__6d5f4d2b81edca18,2,0.48493712901986386,Cytoplasm;Nucleus,True
Q96IJ6,Cytoplasm,Q96IJ6__0519dfa64eaa9452,2,0.4844113605520283,Membrane;Membrane,True
L0R819,Cytoplasm,L0R819__f4b69ce365944e09,2,0.4837197307900434,Nucleus;Nucleus,False
Q14953,Membrane,P43626__ee148c74eb46d498,2,0.4834305668290043,Secreted;Secreted,False
Q86XI2,Nucleus,Q86XI2__687d8999bdd3fb4d,2,0.4831566220238095,Cytoplasm;Cytoplasm,False
Q9NQ48,Cytoplasm,Q9NQ48__a455e040ff1f6e12,2,0.4831147693452381,Nucleus;Nucleus,False
Q9H0C8,Cytoplasm,Q9H0C8__9c82a0828a1f762f,2,0.4822597905607777,Nucleus;Nucleus,False
Q9Y291,Mitochondrion,Q9Y291__47aa15fbb41f7ce0,2,0.48169683338492125,Nucleus;Nucleus,False
Q9UI42,Secreted,Q9UI42__08da799bbf699e9a,2,0.4808868156579913,Membrane;Membrane,False
Q6B8I1,Cytoplasm,Q6B8I1__8a955620c69b0413,2,0.4805877824432513,Secreted;Secreted,False
Q9HCS7,Nucleus,Q9HCS7__3fc4262ec9d0b4d6,2,0.4801307436379543,Cytoplasm;Cytoplasm,True
A9QM74,Nucleus,A9QM74__d1485d3f5c1e4a54,2,0.47854790404679376,Cytoplasm;Cytoplasm,False
Q96CW9,Membrane,Q96CW9__da208c5ab31eae8b,2,0.4764894542226795,Secreted;Secreted,False
Q6UXZ3,Membrane,Q6UXZ3__e274dd37208c771b,2,0.4744528149801587,Secreted;Secreted,True
P32969,Cytoplasm,P32969__7a65806f0880dec8,2,0.473974843572911,Mitochondrion;Mitochondrion,False
Q9BW66,Nucleus,Q9BW66__33fdabf6577e0153,2,0.4737320188492063,Cytoplasm;Cytoplasm,True
Q9H8M7,Nucleus,Q9H8M7__ac1c44979511ceb4,2,0.4735803909632035,Cytoplasm;Cytoplasm,False
Q96KS0,Nucleus,Q96KS0__337ff1ca94c9724a,2,0.47174385943917196,Secreted;Secreted,False
Q86YR6,Membrane,Q86YR6__bc4ccce134d4fdb1,2,0.47098786211771504,Nucleus;Nucleus,False
P10997,Secreted,P10997__a76b82f55d65ddfa,2,0.4676726453324157,Membrane;Membrane,False
P01266,Secreted,P01266__2af88bd53041f189,2,0.4660481770833334,Membrane;Membrane,True
Q8N699,Nucleus,Q8N699__64c244fc6486f6d6,2,0.46604531536172156,Secreted;Secreted,True
Q8N7R7,Membrane,Q8N7R7__569712f2d9183095,2,0.46518942212301584,Cytoplasm;Cytoplasm,False
Q9Y5P6,Cytoplasm,Q96IJ6__0519dfa64eaa9452,2,0.4642989514156668,Membrane;Membrane,False
O60609,Membrane,O60609__e39d40e7f64b1485,2,0.46379109172077915,Secreted;Secreted,False
Q8WU08,Membrane,Q8WU08__583697c38823cc92,2,0.4630681818181819,Nucleus;Cytoplasm,False
O75828,Cytoplasm,O75828__2764a837703abb2f,2,0.46252575065315266,Mitochondrion;Mitochondrion,False
Q8N8R7,Cytoplasm,Q8N8R7__25dce8b7e4935f22,2,0.4620692133387446,Secreted;Secreted,False
Q8IZH2,Cytoplasm,Q8IZH2__d20326117dcc851a,2,0.46061056998557,Nucleus;Nucleus,True
Q13156,Nucleus,Q13156__443375626bc2671b,2,0.45956566220238093,Cytoplasm;Cytoplasm,True
Q969J5,Secreted,Q969J5__32941c68f8149bc9,2,0.45951977773463176,Nucleus;Membrane,False
Q8IUH2,Secreted,Q8IUH2__35926dfd4de99257,2,0.4588817866161615,Mitochondrion;Mitochondrion,False
Q96KK3,Membrane,P17658__eda1448fb4187cfe,2,0.4573877728174603,Cytoplasm;Cytoplasm,True
P35573,Cytoplasm,P35573__21919ba4357d4650,2,0.4570556721923909,Membrane;Membrane,True
P08729,Cytoplasm,P08729__3fb2c079d50065a6,2,0.45645926339285714,Nucleus;Nucleus,False
P23025,Nucleus,P23025__1c30005406d38112,2,0.45493899146052497,Mitochondrion;Mitochondrion,False
P52435,Nucleus,P52435__7186201b62e96b64,2,0.45486194577991457,Cytoplasm;Cytoplasm,False
P13647,Cytoplasm,P13647__d36394100dfde016,2,0.4543046254960318,Nucleus;Nucleus,False
Q9BTF0,Nucleus,Q9BTF0__a8ba08dce1c6e831,2,0.45406503690786376,Cytoplasm;Cytoplasm,False
Q9Y4A5,Nucleus,Q9Y4A5__9f4b98ccded6c4a7,2,0.4539773461116396,Cytoplasm;Membrane,False
Q9P0J1,Mitochondrion,Q9P0J1__46a9ad82147836d7,2,0.4538143730705001,Cytoplasm;Cytoplasm,False
P21757,Membrane,P21757__741fb60beb7caacc,2,0.45357607886904766,Cytoplasm;Cytoplasm,False
P62888,Cytoplasm,P62888__73ede4df4cd38c13,2,0.45192639391858136,Secreted;Secreted,False
Q9Y4C4,Cytoplasm,Q9Y4C4__4252866ebdd70b62,2,0.45065954125370233,Mitochondrion;Mitochondrion,False
Q5H943,Membrane,Q5H943__3ee1f6279c767c18,2,0.4499261589105339,Secreted;Secreted,False
Q96LA8,Nucleus,Q96LA8__94749bfca734a91a,2,0.44982328869047605,Cytoplasm;Cytoplasm,False
O75643,Nucleus,O75643__5385e2c408dee1ef,2,0.44941138505591627,Cytoplasm;Cytoplasm,False
Q14954,Membrane,P43626__ee148c74eb46d498,2,0.448899668040293,Secreted;Secreted,False
Q8NEG4,Membrane,Q8NEG4__81d9ad1f1ccf1365,2,0.4488685684974749,Nucleus;Nucleus,False
P31321,Membrane,P10644__9e2103c22e85013c,2,0.4485537574404762,Cytoplasm;Cytoplasm,False
Q9UGK3,Cytoplasm,Q9UGK3__0bb872b412529eff,2,0.4485348526341997,Nucleus;Nucleus,False
P42574,Cytoplasm,P42574__81962b47787bfaba,2,0.4482018849206349,Nucleus;Nucleus,False
P24864,Nucleus,O96020__06a577daa4cba0a3,2,0.44710286458333326,Cytoplasm;Cytoplasm,False
P63092,Membrane,A8MTJ3__69d69c3bddc7e9c1,2,0.4469928075396825,Cytoplasm;Nucleus,True
Q8N165,Nucleus,Q8N165__e87a7144d65c2b24,2,0.4462162078373016,Cytoplasm;Cytoplasm,False
O15514,Nucleus,O15514__b93a8364e2c5dd30,2,0.44606162067099564,Cytoplasm;Cytoplasm,False
Q12933,Cytoplasm,Q12933__c7292916fa6aa68b,2,0.4452280900523088,Secreted;Secreted,False
P02724,Membrane,P02724__a38ca934dffb4f58,2,0.4444826729059045,Nucleus;Nucleus,True
Q53H96,Cytoplasm,P32322__79ab6363b181f29c,2,0.44361001411782663,Membrane;Membrane,False
Q9BQP7,Mitochondrion,Q9BQP7__8ad1a914e3a6eb2a,2,0.4434041164998196,Cytoplasm;Cytoplasm,False
Q5VUG0,Nucleus,Q5VUG0__5da9b83525bc40d1,2,0.44140935019841265,Cytoplasm;Cytoplasm,False
Q02543,Cytoplasm,Q02543__fa89343d8267f41b,2,0.4408765388257575,Mitochondrion;Mitochondrion,False
Q8TE67,Cytoplasm,Q8TE67__22e70882407d6762,2,0.4403910759379509,Nucleus;Nucleus,False
Q9HBL7,Membrane,Q9HBL7__2b6b548714e39d77,2,0.44034610932992424,Cytoplasm;Nucleus,True
Q96A72,Nucleus,Q96A72__32d4fce015474411,2,0.4399305555555555,Cytoplasm;Cytoplasm,False
P04196,Secreted,P04196__b7d948bfc73b642e,2,0.4392110710470086,Nucleus;Nucleus,False
Q96L08,Membrane,Q96L08__e19d141c0ec24c88,2,0.4386953649648962,Mitochondrion;Mitochondrion,True
Q5JY77,Cytoplasm,Q5JY77__52667e062c83e750,2,0.4380972256001108,Nucleus;Membrane,False
Q9Y2E5,Secreted,Q9Y2E5__f3f5f49fa4a5255c,2,0.43639322916666656,Membrane;Membrane,False
B2RNN3,Secreted,B2RNN3__97a6998765fde318,2,0.43609716021825395,Nucleus;Nucleus,True
Q8WX92,Nucleus,Q8WX92__a96153b3c472d3f2,2,0.4360928676358363,Cytoplasm;Cytoplasm,False
P26951,Membrane,P26951__242c33a169bf9930,2,0.43463739351751124,Secreted;Secreted,False
Q9NYJ1,Mitochondrion,Q9NYJ1__cc57e53103c8c3f7,2,0.4342091393849207,Nucleus;Nucleus,False
Q8TBK2,Nucleus,Q8TBK2__94942cd343d798ad,2,0.4339115636967199,Cytoplasm;Cytoplasm,False
Q69YI7,Nucleus,Q69YI7__959eaad410fb21ba,2,0.4332249226451733,Cytoplasm;Cytoplasm,False
Q8N8W4,Cytoplasm,Q8N8W4__62abe066c649b619,2,0.43318677849927856,Nucleus;Nucleus,False
Q6GPH6,Membrane,Q6GPH6__c783fd9deb5ffeeb,2,0.43313903435973744,Cytoplasm;Cytoplasm,False
P06307,Secreted,P06307__f984341b39601606,2,0.4325496692886689,Mitochondrion;Nucleus,False
Q15029,Nucleus,Q15029__2ab71d6a1c9e19d9,2,0.43195853625541125,Cytoplasm;Cytoplasm,False
Q9BQ87,Nucleus,Q9BQ87__9d08a5812ce326f7,2,0.43143080697855873,Membrane;Cytoplasm,False
Q9C0D3,Cytoplasm,Q9C0D3__9f58d4ffe54002f3,2,0.4296053447420636,Membrane;Membrane,False
Q13790,Secreted,Q13790__061450fadb31e46c,2,0.42872333829365084,Membrane;Membrane,False
Q30201,Membrane,Q30201__bfda3e8888808838,2,0.428424310064935,Secreted;Secreted,False
O75629,Secreted,O75629__9260fc3cf309747a,2,0.4273690730413592,Mitochondrion;Mitochondrion,False
